0.66	759.5	318.5	220.5	3.5	4	0.25	5	12.78
0.64	784	343	220.5	3.5	3	0.25	5	16.86
0.62	808.5	367.5	220.5	3.5	4	0.25	5	14.16
0.62	808.5	367.5	220.5	3.5	5	0.25	5	13.86
0.9	563.5	318.5	122.5	7	5	0.4	1	35.96
0.86	588	294	147	7	4	0.4	1	32.09
0.86	588	294	147	7	5	0.4	1	31.29
0.76	661.5	416.5	122.5	7	2	0.4	1	40.78
0.76	661.5	416.5	122.5	7	3	0.4	1	39.97
0.76	661.5	416.5	122.5	7	5	0.4	1	40.43
0.71	710.5	269.5	220.5	3.5	4	0.4	1	14.5
0.66	759.5	318.5	220.5	3.5	3	0.4	1	15.23
0.64	784	343	220.5	3.5	2	0.4	1	19.52
0.64	784	343	220.5	3.5	4	0.4	1	19.48
0.64	784	343	220.5	3.5	5	0.4	1	19.42
0.62	808.5	367.5	220.5	3.5	2	0.4	1	15.09
0.98	514.5	294	110.25	7	5	0.4	2	32.72
0.82	612.5	318.5	147	7	3	0.4	2	29.49
0.82	612.5	318.5	147	7	5	0.4	2	28.01
0.79	637	343	147	7	2	0.4	2	41.64
0.79	637	343	147	7	4	0.4	2	42.74
0.79	637	343	147	7	5	0.4	2	41.92
0.76	661.5	416.5	122.5	7	4	0.4	2	40.57
0.74	686	245	220.5	3.5	2	0.4	2	14.54
0.69	735	294	220.5	3.5	2	0.4	2	14.75
0.69	735	294	220.5	3.5	4	0.4	2	14.33
0.69	735	294	220.5	3.5	5	0.4	2	14.62
0.66	759.5	318.5	220.5	3.5	3	0.4	2	15.29
0.66	759.5	318.5	220.5	3.5	4	0.4	2	15.09
0.66	759.5	318.5	220.5	3.5	5	0.4	2	15.3
0.64	784	343	220.5	3.5	2	0.4	2	19.2
0.62	808.5	367.5	220.5	3.5	2	0.4	2	16.76
0.62	808.5	367.5	220.5	3.5	4	0.4	2	17.26
0.98	514.5	294	110.25	7	2	0.4	3	32.82
0.98	514.5	294	110.25	7	3	0.4	3	32.69
0.9	563.5	318.5	122.5	7	3	0.4	3	34.95
0.9	563.5	318.5	122.5	7	4	0.4	3	35.05
0.86	588	294	147	7	3	0.4	3	32.12
0.86	588	294	147	7	4	0.4	3	32.05
0.86	588	294	147	7	5	0.4	3	31.84
0.82	612.5	318.5	147	7	2	0.4	3	28.67
0.82	612.5	318.5	147	7	5	0.4	3	28.91
0.79	637	343	147	7	2	0.4	3	41.26
0.76	661.5	416.5	122.5	7	5	0.4	3	39.68
0.74	686	245	220.5	3.5	2	0.4	3	13.97
0.74	686	245	220.5	3.5	3	0.4	3	14.22
0.74	686	245	220.5	3.5	4	0.4	3	14.1
0.71	710.5	269.5	220.5	3.5	2	0.4	3	14.07
0.71	710.5	269.5	220.5	3.5	3	0.4	3	14.03
0.71	710.5	269.5	220.5	3.5	4	0.4	3	13.94
0.69	735	294	220.5	3.5	2	0.4	3	14.32
0.69	735	294	220.5	3.5	5	0.4	3	14.08
0.66	759.5	318.5	220.5	3.5	5	0.4	3	14.9
0.64	784	343	220.5	3.5	2	0.4	3	18.48
0.64	784	343	220.5	3.5	3	0.4	3	18.71
0.64	784	343	220.5	3.5	4	0.4	3	18.48
0.62	808.5	367.5	220.5	3.5	2	0.4	3	16.47
0.62	808.5	367.5	220.5	3.5	5	0.4	3	16.74
0.98	514.5	294	110.25	7	3	0.4	4	32.67
0.98	514.5	294	110.25	7	5	0.4	4	32.74
0.9	563.5	318.5	122.5	7	2	0.4	4	36.45
0.9	563.5	318.5	122.5	7	3	0.4	4	35.73
0.9	563.5	318.5	122.5	7	4	0.4	4	35.4
0.86	588	294	147	7	4	0.4	4	32.15
0.86	588	294	147	7	5	0.4	4	32.75
0.82	612.5	318.5	147	7	3	0.4	4	28.05
0.79	637	343	147	7	2	0.4	4	42.77
0.79	637	343	147	7	3	0.4	4	41.73
0.79	637	343	147	7	5	0.4	4	42.96
0.76	661.5	416.5	122.5	7	3	0.4	4	40.4
0.76	661.5	416.5	122.5	7	4	0.4	4	40.6
0.76	661.5	416.5	122.5	7	5	0.4	4	40.11
0.74	686	245	220.5	3.5	2	0.4	4	14.37
0.74	686	245	220.5	3.5	4	0.4	4	14.32
0.74	686	245	220.5	3.5	5	0.4	4	14.44
0.71	710.5	269.5	220.5	3.5	3	0.4	4	14.7
0.71	710.5	269.5	220.5	3.5	5	0.4	4	14.66
0.69	735	294	220.5	3.5	5	0.4	4	14.71
0.66	759.5	318.5	220.5	3.5	4	0.4	4	15.09
0.66	759.5	318.5	220.5	3.5	5	0.4	4	15.3
0.64	784	343	220.5	3.5	4	0.4	4	19
0.62	808.5	367.5	220.5	3.5	3	0.4	4	16.9
0.62	808.5	367.5	220.5	3.5	4	0.4	4	16.94
0.62	808.5	367.5	220.5	3.5	5	0.4	4	16.77
0.98	514.5	294	110.25	7	2	0.4	5	32.84
0.98	514.5	294	110.25	7	5	0.4	5	32.73
0.9	563.5	318.5	122.5	7	3	0.4	5	35.01
0.86	588	294	147	7	3	0.4	5	31.81
0.86	588	294	147	7	4	0.4	5	31.12
0.82	612.5	318.5	147	7	2	0.4	5	30
0.82	612.5	318.5	147	7	3	0.4	5	29.5
0.82	612.5	318.5	147	7	4	0.4	5	29.06
0.82	612.5	318.5	147	7	5	0.4	5	29.92
0.79	637	343	147	7	2	0.4	5	42.11
0.79	637	343	147	7	3	0.4	5	41.96
0.76	661.5	416.5	122.5	7	4	0.4	5	39.31
0.74	686	245	220.5	3.5	2	0.4	5	14.41
0.74	686	245	220.5	3.5	3	0.4	5	14.19
0.74	686	245	220.5	3.5	4	0.4	5	14.17
0.71	710.5	269.5	220.5	3.5	2	0.4	5	12.43
0.71	710.5	269.5	220.5	3.5	3	0.4	5	12.63
0.71	710.5	269.5	220.5	3.5	4	0.4	5	12.76
0.71	710.5	269.5	220.5	3.5	5	0.4	5	12.42
0.69	735	294	220.5	3.5	2	0.4	5	14.12
0.69	735	294	220.5	3.5	5	0.4	5	14.21
0.66	759.5	318.5	220.5	3.5	2	0.4	5	14.96
0.66	759.5	318.5	220.5	3.5	4	0.4	5	14.92
0.66	759.5	318.5	220.5	3.5	5	0.4	5	15.16
0.64	784	343	220.5	3.5	4	0.4	5	18.16
0.62	808.5	367.5	220.5	3.5	3	0.4	5	16.44
0.62	808.5	367.5	220.5	3.5	5	0.4	5	16.64
0.98	514.5	294	110.25	7	3	0	0	15.55
0.98	514.5	294	110.25	7	4	0	0	15.55
0.9	563.5	318.5	122.5	7	2	0	0	20.84
0.9	563.5	318.5	122.5	7	5	0	0	19.68
0.86	588	294	147	7	5	0	0	18.31
0.82	612.5	318.5	147	7	3	0	0	17.41
0.82	612.5	318.5	147	7	4	0	0	16.95
0.79	637	343	147	7	5	0	0	28.75
0.76	661.5	416.5	122.5	7	3	0	0	23.93
0.74	686	245	220.5	3.5	2	0	0	6.07
0.74	686	245	220.5	3.5	3	0	0	6.05
0.69	735	294	220.5	3.5	3	0	0	6.79
0.69	735	294	220.5	3.5	5	0	0	6.81
0.66	759.5	318.5	220.5	3.5	2	0	0	7.18
0.66	759.5	318.5	220.5	3.5	3	0	0	7.1
0.66	759.5	318.5	220.5	3.5	5	0	0	7.1
0.64	784	343	220.5	3.5	2	0	0	10.85
0.64	784	343	220.5	3.5	3	0	0	10.54
0.62	808.5	367.5	220.5	3.5	2	0	0	8.6
0.62	808.5	367.5	220.5	3.5	3	0	0	8.49
0.62	808.5	367.5	220.5	3.5	4	0	0	8.45
0.62	808.5	367.5	220.5	3.5	5	0	0	8.5
0.9	563.5	318.5	122.5	7	2	0.1	1	29.03
0.86	588	294	147	7	3	0.1	1	26.91
0.86	588	294	147	7	4	0.1	1	26.37
0.82	612.5	318.5	147	7	2	0.1	1	23.53
0.82	612.5	318.5	147	7	5	0.1	1	22.58
0.79	637	343	147	7	2	0.1	1	35.56
0.76	661.5	416.5	122.5	7	3	0.1	1	32.12
0.76	661.5	416.5	122.5	7	5	0.1	1	32.21
0.74	686	245	220.5	3.5	2	0.1	1	10.36
0.74	686	245	220.5	3.5	4	0.1	1	10.36
0.74	686	245	220.5	3.5	5	0.1	1	10.39
0.71	710.5	269.5	220.5	3.5	3	0.1	1	10.8
0.71	710.5	269.5	220.5	3.5	4	0.1	1	10.7
0.71	710.5	269.5	220.5	3.5	5	0.1	1	10.75
0.69	735	294	220.5	3.5	3	0.1	1	11.13
0.69	735	294	220.5	3.5	5	0.1	1	11.16
0.66	759.5	318.5	220.5	3.5	3	0.1	1	11.69
0.66	759.5	318.5	220.5	3.5	4	0.1	1	11.7
0.66	759.5	318.5	220.5	3.5	5	0.1	1	11.69
0.64	784	343	220.5	3.5	2	0.1	1	15.41
0.64	784	343	220.5	3.5	4	0.1	1	15.42
0.62	808.5	367.5	220.5	3.5	4	0.1	1	12.93
0.98	514.5	294	110.25	7	3	0.1	2	24.31
0.98	514.5	294	110.25	7	4	0.1	2	24.13
0.98	514.5	294	110.25	7	5	0.1	2	24.25
0.9	563.5	318.5	122.5	7	3	0.1	2	29.68
0.9	563.5	318.5	122.5	7	4	0.1	2	28.83
0.86	588	294	147	7	3	0.1	2	27.02
0.86	588	294	147	7	4	0.1	2	26.33
0.82	612.5	318.5	147	7	3	0.1	2	24.23
0.82	612.5	318.5	147	7	5	0.1	2	22.79
0.79	637	343	147	7	5	0.1	2	36.03
0.76	661.5	416.5	122.5	7	2	0.1	2	33.16
0.76	661.5	416.5	122.5	7	3	0.1	2	32.4
0.76	661.5	416.5	122.5	7	4	0.1	2	33.12
0.74	686	245	220.5	3.5	4	0.1	2	10.32
0.71	710.5	269.5	220.5	3.5	2	0.1	2	10.64
0.71	710.5	269.5	220.5	3.5	3	0.1	2	10.72
0.71	710.5	269.5	220.5	3.5	4	0.1	2	10.55
0.71	710.5	269.5	220.5	3.5	5	0.1	2	10.68
0.66	759.5	318.5	220.5	3.5	4	0.1	2	11.33
0.66	759.5	318.5	220.5	3.5	5	0.1	2	11.43
0.62	808.5	367.5	220.5	3.5	5	0.1	2	13.04
0.98	514.5	294	110.25	7	2	0.1	3	24.28
0.98	514.5	294	110.25	7	3	0.1	3	24.4
0.98	514.5	294	110.25	7	4	0.1	3	24.11
0.9	563.5	318.5	122.5	7	3	0.1	3	29.01
0.9	563.5	318.5	122.5	7	4	0.1	3	29.62
0.9	563.5	318.5	122.5	7	5	0.1	3	29.05
0.86	588	294	147	7	2	0.1	3	25.41
0.86	588	294	147	7	3	0.1	3	26.47
0.86	588	294	147	7	5	0.1	3	26.46
0.82	612.5	318.5	147	7	3	0.1	3	23.84
0.82	612.5	318.5	147	7	5	0.1	3	23.87
0.79	637	343	147	7	4	0.1	3	36.97
0.79	637	343	147	7	5	0.1	3	36.7
0.76	661.5	416.5	122.5	7	2	0.1	3	32.52
0.76	661.5	416.5	122.5	7	5	0.1	3	33.24
0.74	686	245	220.5	3.5	3	0.1	3	10.34
0.74	686	245	220.5	3.5	4	0.1	3	10.35
0.74	686	245	220.5	3.5	5	0.1	3	10.38
0.71	710.5	269.5	220.5	3.5	2	0.1	3	10.77
0.69	735	294	220.5	3.5	2	0.1	3	11.22
0.69	735	294	220.5	3.5	4	0.1	3	11.1
0.69	735	294	220.5	3.5	5	0.1	3	11.14
0.66	759.5	318.5	220.5	3.5	3	0.1	3	11.6
0.66	759.5	318.5	220.5	3.5	4	0.1	3	11.53
0.64	784	343	220.5	3.5	2	0.1	3	15.16
0.64	784	343	220.5	3.5	3	0.1	3	15.36
0.64	784	343	220.5	3.5	4	0.1	3	15.12
0.64	784	343	220.5	3.5	5	0.1	3	15.36
0.62	808.5	367.5	220.5	3.5	2	0.1	3	12.68
0.62	808.5	367.5	220.5	3.5	4	0.1	3	12.71
0.98	514.5	294	110.25	7	5	0.1	4	24.32
0.9	563.5	318.5	122.5	7	3	0.1	4	28.05
0.86	588	294	147	7	2	0.1	4	26.44
0.86	588	294	147	7	4	0.1	4	26.33
0.82	612.5	318.5	147	7	2	0.1	4	23.8
