0.66	759.5	318.5	220.5	3.5	4	0.1	1	11.7
0.66	759.5	318.5	220.5	3.5	5	0.1	1	11.69
0.64	784	343	220.5	3.5	2	0.1	1	15.41
0.64	784	343	220.5	3.5	4	0.1	1	15.42
0.62	808.5	367.5	220.5	3.5	4	0.1	1	12.93
0.98	514.5	294	110.25	7	3	0.1	2	24.31
0.98	514.5	294	110.25	7	4	0.1	2	24.13
0.98	514.5	294	110.25	7	5	0.1	2	24.25
0.9	563.5	318.5	122.5	7	3	0.1	2	29.68
0.9	563.5	318.5	122.5	7	4	0.1	2	28.83
0.86	588	294	147	7	3	0.1	2	27.02
0.86	588	294	147	7	4	0.1	2	26.33
0.82	612.5	318.5	147	7	3	0.1	2	24.23
0.82	612.5	318.5	147	7	5	0.1	2	22.79
0.79	637	343	147	7	5	0.1	2	36.03
0.76	661.5	416.5	122.5	7	2	0.1	2	33.16
0.76	661.5	416.5	122.5	7	3	0.1	2	32.4
0.76	661.5	416.5	122.5	7	4	0.1	2	33.12
0.74	686	245	220.5	3.5	4	0.1	2	10.32
0.71	710.5	269.5	220.5	3.5	2	0.1	2	10.64
0.71	710.5	269.5	220.5	3.5	3	0.1	2	10.72
0.71	710.5	269.5	220.5	3.5	4	0.1	2	10.55
0.71	710.5	269.5	220.5	3.5	5	0.1	2	10.68
0.66	759.5	318.5	220.5	3.5	4	0.1	2	11.33
0.66	759.5	318.5	220.5	3.5	5	0.1	2	11.43
0.62	808.5	367.5	220.5	3.5	5	0.1	2	13.04
0.98	514.5	294	110.25	7	2	0.1	3	24.28
0.98	514.5	294	110.25	7	3	0.1	3	24.4
0.98	514.5	294	110.25	7	4	0.1	3	24.11
0.9	563.5	318.5	122.5	7	3	0.1	3	29.01
0.9	563.5	318.5	122.5	7	4	0.1	3	29.62
0.9	563.5	318.5	122.5	7	5	0.1	3	29.05
0.86	588	294	147	7	2	0.1	3	25.41
0.86	588	294	147	7	3	0.1	3	26.47
0.86	588	294	147	7	5	0.1	3	26.46
0.82	612.5	318.5	147	7	3	0.1	3	23.84
0.82	612.5	318.5	147	7	5	0.1	3	23.87
0.79	637	343	147	7	4	0.1	3	36.97
0.79	637	343	147	7	5	0.1	3	36.7
0.76	661.5	416.5	122.5	7	2	0.1	3	32.52
0.76	661.5	416.5	122.5	7	5	0.1	3	33.24
0.74	686	245	220.5	3.5	3	0.1	3	10.34
0.74	686	245	220.5	3.5	4	0.1	3	10.35
0.74	686	245	220.5	3.5	5	0.1	3	10.38
0.71	710.5	269.5	220.5	3.5	2	0.1	3	10.77
0.69	735	294	220.5	3.5	2	0.1	3	11.22
0.69	735	294	220.5	3.5	4	0.1	3	11.1
0.69	735	294	220.5	3.5	5	0.1	3	11.14
0.66	759.5	318.5	220.5	3.5	3	0.1	3	11.6
0.66	759.5	318.5	220.5	3.5	4	0.1	3	11.53
0.64	784	343	220.5	3.5	2	0.1	3	15.16
0.64	784	343	220.5	3.5	3	0.1	3	15.36
0.64	784	343	220.5	3.5	4	0.1	3	15.12
0.64	784	343	220.5	3.5	5	0.1	3	15.36
0.62	808.5	367.5	220.5	3.5	2	0.1	3	12.68
0.62	808.5	367.5	220.5	3.5	4	0.1	3	12.71
0.98	514.5	294	110.25	7	5	0.1	4	24.32
0.9	563.5	318.5	122.5	7	3	0.1	4	28.05
0.86	588	294	147	7	2	0.1	4	26.44
0.86	588	294	147	7	4	0.1	4	26.33
0.82	612.5	318.5	147	7	2	0.1	4	23.8
